CustomerID,FirstName,LastName,Gender,Email,Phone,Age,City,Country,CurrentBalance,Currency,TotalTransactions,TotalDeposits,TotalWithdrawals,AverageTransactionAmount,TotalCashback,LastTransactionDate,PreferredContactMethod,AverageMonthlySpending,HighestTransactionAmount,LowestTransactionAmount,TotalNumberOfAccounts,AccountStatus,DepositStatus,LoanStatus,InternationalTransactionIndicator,VATUserStatus,TotalVATRefundAmount,DeviceModel,AppVersion,RecentActivityFlag,PreferredLanguage,Delivery,PlasticCard,RiskProfile
LindaSmith86,Linda,Smith,Female,cboone@example.org,212.445.4653x309,63,Jacksonville,United States,32372.61,EUR,882,10851.18,3038.4,268.25,31.51,2025-02-11,Phone,2013.1,7706.65,38.52,5,Dormant,Yes,No,256,No,338.87,Pixel 8,v2.0,No,English,800.03,Maestro,High
StacieMiddleton87,Stacie,Middleton,Female,kgray@example.net,8635991700,47,San Antonio,United States,27855.76,EUR,520,33870.59,37795.74,625.3,390.09,2024-06-10,Phone,3565.65,3595.44,12.37,3,Active,Yes,No,233,No,72.84,Samsung Galaxy S21,v5.7,No,English,920.67,Salary Card,Low
AshleyFischer88,Ashley,Fischer,Female,pauljones@example.com,314.385.0089x127,27,San Diego,United States,3764.51,USD,791,35427.06,26843.26,187.31,260.33,2024-06-01,SMS,821.38,5211.43,21.33,1,Dormant,Yes,No,318,Yes,411.14,Huawei P30,v1.4,No,English,207.32,Salary Card,Medium
JenniferCollins89,Jennifer,Collins,Female,xriggs@example.org,001-840-318-9598,41,Dallas,United States,36456.97,USD,778,28681.18,17533.96,670.22,169.87,2024-07-17,Email,2937.15,6314.32,20.21,2,Dormant,No,Yes,168,No,229.05,Pixel 8,v1.8,Yes,Spanish,350.48,Prepaid Card,Medium
MatthewClark90,Matthew,Clark,Male,ztrujillo@example.com,6587900982,56,Chicago,United States,26100.88,USD,422,2419.97,22102.02,492.4,170.13,2024-07-17,Email,172.51,2401.54,49.52,4,Active,No,No,186,Yes,632.54,Samsung Galaxy S21,v4.1,No,Spanish,10.25,Maestro,Medium
KristinaMartinez91,Kristina,Martinez,Female,samantha20@example.com,(514)336-3594,54,Los Angeles,United States,8867.17,EUR,678,40508.5,4114.12,797.54,118.91,2024-06-23,Phone,1666.97,2565.13,8.65,2,Active,Yes,Yes,135,No,957.69,Redmi Note 7,v4.1,No,English,534.27,Diners Club,High
DavidThomas92,David,Thomas,Male,callahankatherine@example.com,+1-220-398-7096x222,68,Phoenix,United States,9452.42,USD,670,42047.03,34537.16,842.65,219.82,2024-05-24,Phone,2698.88,7520.03,36.17,3,Active,Yes,Yes,173,No,800.4,Pixel 9,v5.8,Yes,English,903.0,Discover,Low
MariaPierce93,Maria,Pierce,Female,pamela28@example.net,(744)610-0811,78,New York,United States,20094.78,USD,14,34063.0,1589.54,909.58,179.31,2024-03-16,Email,4101.56,9706.67,37.19,1,Dormant,No,No,0,Yes,380.39,Samsung Galaxy S21,v1.7,Yes,English,337.91,American Express,Low
JacquelineSims94,Jacqueline,Sims,Female,uyang@example.org,+1-535-354-6907x3317,43,Dallas,United States,17343.04,EUR,31,45115.64,15310.41,493.65,355.3,2025-02-16,Phone,1258.88,4764.0,5.73,1,Active,No,No,13,Yes,593.56,Huawei P30,v3.0,Yes,Spanish,667.82,Maestro,Medium
RobertColon95,Robert,Colon,Male,philliphaney@example.org,629-262-6528x758,34,Los Angeles,United States,21449.35,USD,828,45419.93,31597.16,611.59,190.91,2025-02-19,SMS,4653.81,1069.09,11.43,4,Dormant,No,Yes,389,Yes,299.16,Vivo Y27s,v2.3,No,English,244.43,Discover,Low
LaurenWalker96,Lauren,Walker,Female,millertammy@example.com,+1-479-845-1382x40643,49,Dallas,United States,12744.74,USD,293,40781.01,38140.5,620.11,194.66,2024-06-27,Email,4319.62,4933.22,36.09,4,Dormant,Yes,Yes,80,No,997.62,Huawei P30,v5.1,Yes,English,970.78,Salary Card,Low
AdamSmith97,Adam,Smith,Male,wellsdouglas@example.net,+1-799-433-7660x70611,42,Houston,United States,9562.85,USD,275,19762.38,29165.58,75.96,137.02,2024-11-28,Phone,4359.98,1203.15,46.94,2,Active,No,Yes,114,Yes,128.88,Huawei P30,v2.0,No,Spanish,328.73,MasterCard Gold,Low
EdwardPalmer98,Edward,Palmer,Male,rodriguezmichelle@example.org,+1-661-982-3978,57,Phoenix,United States,26807.65,USD,541,41523.43,3855.85,752.57,197.31,2024-06-09,SMS,835.05,2386.93,32.05,4,Dormant,No,Yes,173,Yes,570.12,Pixel 8,v4.2,No,English,601.17,Maestro,Low
CharlesWalker99,Charles,Walker,Male,mcdonaldchristopher@example.com,943-949-2456,37,Los Angeles,United States,11738.85,USD,70,1075.71,7791.75,202.81,364.81,2024-07-03,Phone,4525.35,1224.5,11.75,4,Dormant,No,Yes,32,Yes,910.66,Huawei P30,v4.9,No,English,586.13,Prepaid Card,Medium
